AA,AXP,BA,BAC,CAT,CSCO,CVX,DD,DIS,GE,HD,HPQ,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,PFE,PG,T,TRV,UNH,UTX,VZ,WMT,XOM,AAPL,AMD,DELL,GOOG,BNCN,C,CS,GS,AMZN,BBY,COST,WAG,WFM,TEVA,DJIA,SPY
0,0.007050558,0.005899722,-0.01408474,0.006263068,0.004705891,-0.002195391,0.012295237,0.005012542,-0.01030937,0.002853069,0.002185793,0.003157565,0.004914015,0.001768347,-0.018692133,0,0.002853069,0.004784698,0,0.007633625,0.011173301,0.011735256,0,0.001836548,-0.011976191,0.003828977,-0.003007521,0.001870908,-0.00126024,0.008774552,0.011976191,0.00732604,0.001310401,-0.025001302,0.002081166,0.014018921,0.001243781,0.012585978,0.005988042,0.00138217,0,0.027080959,-0.007707167,0.002475751,0.002374358
0.005934736,0.02085823,0.00732604,0.027973852,0.009321663,0,0.005479466,0.014155949,0.004987542,0.01542447,-0.005714301,0.015168221,0.005031457,0,0,0.021004273,0,-0.007147993,0.004761914,0.003284075,0.015094626,-0.016807118,0.014888612,0,-0.003676475,-0.017011346,0.013915468,-0.009077218,0,0.007537724,0.015316005,-0.011976191,0.007272759,0.005387328,0,0.016495219,0,0.014193389,0.002838492,-0.005988042,0.001380262,0,-0.003824096,0.015355388,0.0057311,0.006304197
0.005899722,0.024916351,0.011611161,-0.006920443,0.001030397,0,0.001092299,0.008000043,0.007434978,0.020202707,0.014224991,0,0.011229064,-0.004914015,0.001765226,0.004608303,0.006711435,0.025497132,0.008279172,0.006535971,0,0.005633818,0.001640689,-0.003944778,0.012808958,0.002447982,0.002509412,0.009077218,0.005591813,-0.006277485,0.009419222,-0.012121361,-0.007272759,0.006653169,0.012578782,-0.002047084,0.013825105,0.007934128,0.036732009,-0.018182319,0.006872879,0.009901071,0.001913876,-0.054808236,0.005861946,0.004702203
-0.011834458,-0.004484312,0.004319661,0.006920443,-0.008273056,0,-0.015401845,0.00199005,0.050552279,0,0,0.017057983,-0.008722797,-0.004938282,-0.001765226,-0.013889112,0.003338901,0.006968669,0.014035318,-0.003262646,-0.007518832,-0.005633818,-0.004930166,0.003944778,0.016231195,0.002442004,0.001252348,0.011976191,0.005560719,-0.005050516,0.008486614,0,0.007272759,-0.002915454,-0.025317808,-0.010298752,-0.002290952,-0.014697141,0.01248998,-0.015408625,0.001368926,-0.002466092,0.015180557,-0.01011131,0.000547544,-0.002348338
-0.005970167,0.017817843,0,-0.013889112,0.008273056,-0.151806013,0.004424786,0.007920833,-0.002350177,0,0.005633818,-0.00849262,-0.003133816,0.014742282,0,0.009280809,0.006644543,-0.002781643,-0.003490405,-0.003273325,-0.019048195,0,0.003289477,0.007843177,-0.007181359,0.009708814,0.008722797,-0.00896867,-0.018657258,0.00756624,-0.010192614,0,-0.007272759,-0.000162219,-0.012903405,-0.012500163,-0.076227365,-0.004327673,0.004845232,0.00619197,-0.001368926,-0.002472189,0.110432378,0.006079046,-0.000866402,0
0.017804625,0.004405293,-0.007209837,0.020761991,0.02842831,-0.010989122,-0.002209946,0.013712262,0.002350177,0.004987542,0.002805051,0.002129926,-0.001885015,-0.004889985,-0.003539827,0.022832042,0,0.00555557,0.015037877,0.003273325,-0.007722046,-0.011363759,0.003278691,0.00778214,0.00896867,-0.002418381,0.006184312,0,0,-0.003775964,0.00652392,0,0.007272759,0.013055226,0,0.020747632,-0.004962789,0.008022258,0.015983292,-0.01242252,0.005464494,0,-0.005071862,-0.010152371,0.003591489,0.00625002
0.01169604,-0.004405293,0.001446132,0.006825965,-0.002004009,0.005509656,0.013187004,-0.00194742,-0.002350177,0.004962789,0.002797205,-0.006403437,-0.003780723,-0.004914015,0,-0.002259888,-0.006644543,0.001384083,0.001147447,-0.009852296,0,0.011363759,-0.003278691,0,-0.001787311,0.002418381,0,-0.015128882,-0.015180557,0.024907888,0.006481635,0.047628049,0.007220248,0.00574806,0.050643733,0.006141268,0.019705071,0.004904976,0.006322466,-0.015748357,-0.004095569,-0.007453451,-0.006802747,0.010152371,-0.000415626,0.002333723
-0.01169604,-0.006644543,-0.011628038,-0.006825965,-0.003013563,-0.005509656,-0.006571765,-0.007827829,-0.00471699,0,0.002789402,-0.006444705,-0.001895735,-0.009901071,0,0.0067644,0,-0.001384083,0.001146132,0,-0.00778214,0,-0.009901071,-0.00778214,0.008904778,-0.009708814,-0.003705996,0.018127385,0.00191022,-0.023647648,0.001964362,0,-0.007220248,-0.006388778,-0.037740328,0,0.00486619,0.002443495,-0.007380107,-0.006369448,-0.004112412,0.002490661,-0.001707942,0.002018164,-0.003388491,-0.003112843
0.01169604,0.013245227,0.014514043,0.006825965,0.005017572,-0.00554018,0.003291281,0.009775249,0.01408474,0,0.00555557,0.019210836,0.003157565,0.014815086,-0.001774623,0.024418527,0.00332779,-0.001386002,0.00912207,0.006578971,0.00389864,0.011236073,-0.003322262,0.00389864,0.00177148,0.012121361,0.006169051,-0.009022618,-0.005741643,0.008777486,0.008931123,0.034289073,0.109698917,0.000160218,0.012739026,-0.002042902,0.038099846,0.005476132,-0.012779727,-0.006410278,0.00820798,0,0.015267472,0.002014099,0.005017408,0.006216026
-0.00583092,-0.022173857,-0.002886005,-0.006825965,-0.001001502,0.00554018,0.00546151,0.017358199,0,0,0.008275909,-0.006362694,0.005031457,0.009756175,0.003546103,-0.002195391,0.019737483,0,0.004530019,0.003273325,0.007751977,0.005571045,0.004979263,0.007751977,0.005295688,0,-0.004932192,0.006024115,0.003831422,0.002493767,-0.013426775,0.054658413,-0.013072082,0.001600769,-0.012739026,0.008146685,0.02081,-0.009756175,0.005877655,0.006410278,-0.001363327,0.009901071,0.005037794,0.008016075,0.002438411,0.003093583
-0.011764842,-0.006749182,0.011494379,0,0.023763494,0.005509656,0.015135424,0.007619084,-0.002333723,0,0.00820798,0,0.003757049,0.009661911,0.005295688,0.002195391,0,0.001386002,0.002257337,-0.009852296,-0.007751977,-0.005571045,0.003305788,0,0.019181059,0.007202912,0.004932192,0.005988042,0.011406968,0.007444203,-0.021922586,-0.032435276,0.006557401,0.007648221,0,-0.006103783,0.018141087,0.005499556,-0.006413705,0.003189795,0.006798123,0.004914015,-0.006722714,-0.006006024,0.005916818,0.002313923
-0.04230238,-0.02746168,-0.028987537,-0.041964199,-0.03687513,-0.011049836,0.015966279,-0.028875924,-0.021252276,-0.030153038,-0.010959014,-0.008547061,-0.017654935,-0.014528101,-0.007067167,-0.042559614,-0.013114942,-0.00555557,-0.010198389,-0.013289232,-0.015686596,-0.016901811,-0.003305788,-0.011650617,-0.006932437,0.002389487,-0.017370164,-0.018072781,-0.032663807,0.01106342,-0.034556879,-0.033522692,-0.019802627,-0.031933047,-0.012903405,-0.045937095,-0.031966192,-0.030943063,-0.033254631,0.003179653,-0.020534602,-0.014815086,-0.030824358,-0.016194686,-0.014510149,-0.020234153
-0.00619197,-0.018735911,-0.010347469,0,-0.02051354,-0.011173301,0.019864741,-0.013766196,-0.012004946,-0.020619287,-0.019472103,-0.1015528,-0.010873148,-0.029705154,-0.005333346,0,0.003294896,-0.006988149,-0.019552089,-0.010084119,0,-0.005698021,0.00165426,-0.007843177,-0.001740644,0,-0.008799554,-0.003044142,-0.011787956,0.018171306,0.01184848,-0.034685558,-0.006688988,0.001801065,-0.013072082,0.002134473,0.009237941,0.000628338,-0.021289319,-0.012779727,-0.013927802,-0.022642477,-0.019315789,-0.0102565,-0.008799978,-0.006309169
0.00619197,0.002361276,0.007401958,-0.014388737,0.006198367,0,-0.00207254,-0.011952334,0.007220248,0.015504187,-0.005633818,-0.033819648,0.003210276,0.005012542,-0.001784122,-0.002290952,0,0,-0.002325582,0,0.007874056,0.005698021,-0.016667052,-0.003944778,-0.017575145,-0.004784698,-0.001263424,-0.009188426,-0.017946643,-0.012077441,0.000588755,0.06820825,0,-0.00409803,-0.054067221,-0.002134473,-0.009237941,0.002509412,0.006209447,-0.01620781,0.001401542,0.002541297,0.005305052,-0.008281621,-0.003077664,-0.000791452
0.006153866,0,0.021882711,0.014388737,0.014315173,0.011173301,0,0.019841921,0.011919092,0.01020417,-0.002828856,0.012210164,0.009569451,0.024692613,-0.001787311,0.018182319,0.006557401,-0.001403509,0.002325582,0.003372684,-0.007874056,0,-0.003367007,0.007874056,0.003539827,-0.004807702,0.007556711,0.012232568,-0.006054509,-0.007317106,0.015477021,0.010929071,0.006688988,0.001969151,0.027398974,0.002134473,0.004629638,0.009975145,-0.002817697,0.006514681,0.00836825,0.015113638,0.008779688,0.006217637,0.005115946,0.011023734
0.012195273,0,-0.004338402,0.007117468,0.008089023,0,0.016461277,0.013658749,0.018779895,0.005063302,0.011267725,0.021609484,-0.002542913,-0.014742282,0.029958188,0,-0.006557401,0.016713481,0.021827403,0.013378126,0,0.016901811,0.003367007,0.00781254,0.005286356,0,0.002506267,0.026988145,0.00404041,0.002444989,0.014384598,0,0.045610511,0.005558295,0.039740329,-0.004273511,-0.00231214,-0.006222795,-0.022832042,-0.003252035,0.016529302,0.031983046,0.012163486,-0.006217637,0.007874671,0.005466628
-0.037041272,-0.009478744,-0.026433257,-0.021506205,-0.029639369,0,-0.008196767,-0.029500664,-0.018779895,-0.030771659,-0.019802627,-0.014354313,-0.011523815,-0.004962789,-0.012227227,-0.025086834,0.013072082,-0.011111225,-0.019507216,-0.00332779,-0.015936592,-0.005602256,-0.005054771,-0.00781254,-0.012378584,-0.002412546,-0.017677228,-0.026988145,0.002014099,-0.008583744,-0.011202185,-0.021978907,-0.032365285,-0.02092161,-0.013072082,-0.023836448,-0.021053409,-0.015094626,-0.022184214,0.006493529,-0.015141377,-0.012180419,-0.035153004,-0.004166673,-0.013861029,-0.016490362
-0.006309169,-0.002383791,-0.00896867,-0.007272759,0.011346176,-0.005571045,0.005130848,-0.004000005,0.007083855,0,-0.002861232,0.007202912,0.001287001,0.004962789,0.001755927,-0.006952519,-0.006514681,-0.002797205,0.009227286,0.00332779,-0.00402415,0.005602256,-0.005080451,0.003913899,-0.005352377,0.026223195,0,0.009077218,-0.002014099,0.002460026,0.008055279,0.011049836,0.006557401,0,0,0.006557401,0.002361276,0.002531647,0.015231695,0,-0.026705733,-0.022305758,0.022989518,0.018614808,0.00072954,0.00237248
0.031155168,0.02823717,0.031044622,0.028778965,0.03129988,0,0.007139245,0.027669749,0.018648559,0.020619287,0.025461064,-0.002395211,0.020369896,0.014742282,0.005249356,0.018433702,0.019418086,0.02079077,0.017074974,0.016474837,0.00402415,0.027549952,0.001696353,-0.003913899,0.003571432,0.030129741,0.02142489,0.003007521,0,0.008562743,0.020981773,0.010929071,0.019418086,0.014543307,0.013072082,0.017279048,0,0.016922999,0.004061508,0.016051709,0.009922123,0.017391743,0.008703275,-0.004106782,0.015737221,0.017228304
-0.006153866,-0.011668744,0.001454546,-0.007117468,-0.010994614,-0.005602256,-0.004073325,-0.011764842,-0.011614532,-0.01542447,-0.008415197,-0.012062872,-0.010133082,-0.014742282,0,-0.011481182,-0.00643089,-0.002747254,-0.006795043,-0.003273325,-0.00806456,-0.005449605,-0.00851069,-0.007874056,0.001780944,-0.006872879,-0.012547216,-0.009049836,0.002014099,-0.008562743,0.001121705,0,-0.012903405,-0.014709793,0,-0.030437132,-0.028710106,-0.021357596,-0.006389798,-0.009600074,0.005625894,-0.007416598,0.01034492,-0.00619197,-0.007237628,-0.007794272
-0.018692133,0,-0.01316771,-0.007168489,-0.009086383,-0.011299555,-0.007168489,-0.011904903,-0.011751017,0,-0.011331566,-0.01467019,-0.012167938,-0.014962873,-0.010526413,-0.006952519,0,0.002747254,0.002270149,-0.006578971,-0.008130126,0,-0.0051414,0,-0.003565066,-0.020906685,-0.006333143,-0.003034904,-0.002014099,-0.003692312,-0.012976205,-0.044451763,-0.013072082,-0.015098425,-0.026317308,-0.004424786,-0.01467019,-0.011494379,-0.015267472,-0.026060107,-0.008450755,-0.009975145,-0.019048195,-0.020921265,-0.006578808,-0.0078555
0.012500163,0.032335381,0.01607047,0.042259809,0.019086466,0,0.007168489,0.019763489,0.002361276,0.01030937,0.011331566,0.009804,0.014710851,-0.005037794,0.005277057,0.025259667,0.00643089,-0.009648593,0.014631662,0.006578971,0.004073325,0,0.0051414,0.019570096,0.007117468,0.007017573,0.011370937,0.015083242,0.008032172,-0.001233806,0.001135074,0.011299555,0.013072082,0.001182532,0.013245227,0.026259715,-0.004938282,0.01339733,-0.013103225,-0.006622541,0.019608471,0.012453461,0.006968669,0.010515344,0.010228732,0.008637667
-0.012500163,-0.002275314,0.001448226,-0.006920443,-0.017060123,-0.005698021,-0.01542447,-0.011811161,0,0,0.019526422,-0.009804,0.021978907,0.005037794,-0.005277057,0.004524895,0,0.004146516,-0.006726483,0.009788006,0,0,0,0.011560822,0.007067167,0.013889112,-0.003775964,0.002989539,0.011928571,-0.002472189,-0.009403118,-0.034289073,-0.006514681,-0.001013514,0,0.002157498,0.002472189,0.00631714,0.013103225,-0.010016778,0.006910878,0.004938282,0.010362787,0.006256538,-0.000106438,-0.001564946
-0.0319516,-0.023042494,-0.011644964,-0.021053409,-0.039220713,-0.011494379,-0.030512625,-0.020000667,-0.016647233,-0.025975486,-0.016713481,-0.012391732,-0.023249555,-0.020305266,-0.014209831,-0.022832042,-0.00643089,0.010974047,-0.034328314,-0.013072082,-0.01639381,-0.016529302,-0.008583744,-0.003838776,-0.015971946,-0.016222836,-0.024251348,-0.005988042,0,-0.036551013,-0.016452962,-0.023530497,-0.013158085,-0.019454538,-0.026668247,-0.023992427,-0.01242252,-0.012674441,-0.017308698,-0.013513719,-0.011080446,-0.014888612,-0.010362787,-0.018888285,-0.018878466,-0.018972901
0.019293203,0.004651171,0.004382768,0.007067167,0.015666117,0.005763705,0.00851069,0.006042314,0.011919092,0.015666117,0,0.004975135,0.002539684,0.005115101,0.001787311,0.004608303,0,0.001363327,0.017311454,0.006557401,0.008230499,0.00554018,0,-0.007722046,0.007130155,-0.004683849,0.003868477,-0.015128882,-0.00197824,0.008945747,0.015020502,0.023530497,0,-0.006223011,0,0.006600684,0.007472015,0.002547772,0.011373963,0.020202707,-0.011204599,0,0.010362787,-0.002120892,0.004977329,0.007157088
0.006349228,-0.009324077,-0.01173034,-0.007067167,0.02051354,-0.005763705,0.008438869,0.002006019,-0.016726794,-0.020943174,-0.011299555,-0.002484473,-0.006361345,0,-0.00896867,-0.009237941,-0.012987196,-0.015099806,-0.00573725,-0.009852296,0,0.016438726,-0.001725626,-0.00778214,-0.001777778,-0.009434032,-0.0064558,-0.018462063,-0.003968259,0.003809528,0.004576667,-0.023530497,-0.020067563,-0.011861294,0.01342302,-0.006600684,-0.004975135,-0.014093763,-0.00776819,0.00332779,-0.009908078,-0.007528266,0.001716739,0.002120892,-0.004268337,-0.005562192
