Date,Open,High,Low,Close,Volume,Adj Close
2010-11-09,122.82,122.95,121.12,121.61,186621600,116.74
2010-11-10,121.58,122.16,120.66,122.10,221387400,117.21
2010-11-11,121.05,121.82,120.68,121.64,158017600,116.77
2010-11-12,120.82,121.35,119.65,120.20,239068800,115.39
2010-11-15,120.58,121.05,119.98,120.03,163940800,115.22
2010-11-16,119.29,119.49,117.59,118.16,299566200,113.43
2010-11-17,118.21,118.71,117.86,118.22,172308900,113.49
2010-11-18,119.36,120.39,119.35,119.96,197723700,115.16
2010-11-19,119.90,120.34,119.25,120.29,156852900,115.47
2010-11-22,119.69,120.24,118.77,120.19,181361000,115.38
2010-11-23,118.77,119.02,117.99,118.45,222309000,113.71
2010-11-24,119.20,120.23,119.18,120.20,140046100,115.39
2010-11-26,119.16,119.81,118.80,118.80,75977600,114.04
2010-11-29,118.50,119.48,117.74,119.16,223642300,114.39
2010-11-30,117.98,119.17,117.81,118.49,233930700,113.74
2010-12-01,120.20,121.24,120.19,121.01,221037200,116.16
2010-12-02,121.20,122.65,121.13,122.56,191213600,117.65
2010-12-03,122.14,123.03,122.11,122.89,151288900,117.97
2010-12-06,122.63,123.04,122.50,122.76,103050500,117.84
2010-12-07,123.94,124.01,122.76,122.83,206581000,117.91
2010-12-08,122.98,123.38,122.41,123.28,138019200,118.34
2010-12-09,123.97,124.02,123.15,123.76,123705100,118.80
2010-12-10,124.14,124.60,123.73,124.48,117571700,119.49
2010-12-13,125.05,125.20,124.52,124.56,133812700,119.57
2010-12-14,124.75,125.23,124.29,124.67,147249600,119.68
2010-12-15,124.44,124.93,123.89,124.10,160823100,119.13
2010-12-16,124.18,124.91,123.75,124.82,185035200,119.82
2010-12-17,124.08,124.46,123.82,124.30,141075300,119.95
2010-12-20,124.64,124.90,123.98,124.60,119085500,120.24
2010-12-21,124.99,125.47,124.87,125.39,94965500,121.00
2010-12-22,125.48,125.82,125.41,125.78,78878100,121.38
2010-12-23,125.64,125.78,125.29,125.60,70053700,121.20
2010-12-27,125.13,125.77,125.04,125.65,58126000,121.25
2010-12-28,125.90,125.95,125.50,125.83,55309100,121.43
2010-12-29,125.98,126.20,125.90,125.92,58033100,121.51
2010-12-30,125.80,126.13,125.53,125.72,76616900,121.32
2010-12-31,125.53,125.87,125.33,125.75,91218900,121.35
